ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,Pay_AVR,Bill_AVR,P_AMT_AVR,default.payment.next.month
4363,280000,1,1,2,33,-4.425824512,-94691.83459,14984.809,0
4364,50000,2,2,2,27,-3.271167906,-108137.9795,-10788.67977,0
4365,360000,2,2,1,49,0.455994497,653388.2797,20070.09097,0
4366,170000,1,1,1,44,-1.984915007,-86804.58965,7143.643112,0
4367,90000,1,2,1,36,3.947190256,919.347388,-10615.76521,1
4368,50000,2,2,1,25,0.455994497,-11171.42089,-8828.745028,0
4369,20000,1,1,1,24,-1.984915007,-109627.3213,-11132.11264,1
4370,220000,2,2,1,34,0.455994497,122168.6801,-4225.29845,0
4371,200000,2,4,2,25,-2.819067701,-109060.1447,-11076.00799,0
4372,70000,2,1,2,29,0.455994497,5235.042213,-3424.062045,0
4373,400000,2,1,1,28,-2.098860635,50643.27264,-7596.362889,1
4374,90000,2,1,1,36,-3.271167906,-105532.7259,-11542.85317,0
4375,50000,2,3,2,54,6.5029397,10449.08442,-10274.54175,1
4376,60000,1,3,1,31,1.636711558,14146.26148,-8708.122262,1
4377,50000,2,3,1,47,-3.414043715,-110707.1855,-11962.23814,0
4378,100000,1,1,1,52,3.38258014,-50424.66112,-7159.048695,1
4379,180000,2,2,1,34,5.337813506,130867.981,-3379.983482,1
4380,210000,2,1,1,42,-3.414043715,-110707.1855,-1874.193319,0
4381,430000,2,1,1,35,-1.589247065,-89989.63075,6066.401569,0
4382,20000,2,2,1,41,-1.984915007,-103325.1363,-8853.614208,0
4383,40000,2,2,1,51,0.455994497,67839.19807,-293.908633,1
4384,180000,2,1,2,27,-2.348235728,-77747.73394,23950.7584,0
4385,140000,2,1,2,28,0.910070116,-45749.13418,10493.43296,0
4386,30000,2,3,2,45,-0.352992053,-66100.84973,-5248.66145,0
4387,210000,1,1,1,36,-1.225926344,-18468.69405,-9264.792962,0
4388,90000,1,2,1,35,13.74960987,151985.3546,-11962.23814,1
4389,160000,2,1,1,29,-0.416939793,-55193.16786,17044.38184,0
4390,130000,2,2,2,27,-0.066958387,-103713.3215,-8453.312683,0
4391,10000,2,2,2,21,-1.183109534,-98532.70245,-9668.794154,1
4392,170000,1,2,1,39,0.455994497,178057.6943,3699.513388,0
4393,20000,1,2,2,29,0.455994497,-68598.66564,-9712.571409,0
4394,50000,2,1,2,29,0.455994497,-55072.64415,-8986.277458,0
4395,360000,1,1,1,59,-2.769069814,-59071.93883,30933.71597,0
4396,50000,2,1,2,23,-1.13714686,-109434.326,-10961.22489,0
4397,80000,2,1,2,25,-0.256142144,-107281.1062,-9670.131489,0
4398,160000,1,1,2,32,-1.984915007,-99198.96042,-4105.471359,0
4399,380000,1,1,1,37,0.455994497,105596.5953,21264.44535,0
4400,220000,2,1,2,32,0.455994497,-27472.63682,-418.3202528,0
4401,50000,1,3,2,54,-4.425824512,-110707.1855,-11962.23814,0
4402,140000,2,2,2,50,1.247330382,136808.581,-3371.890209,0
4403,270000,1,1,2,48,1.130515028,-12242.46953,-9425.506063,0
4404,50000,1,2,2,26,0.455994497,-34911.0222,-9442.959056,0
4405,100000,2,2,2,25,7.530242229,30220.10233,-5096.667677,1
4406,360000,1,2,2,28,-1.984915007,-87271.22504,12352.07352,0
4407,20000,1,2,2,39,0.455994497,-62615.43214,-9703.841533,0
4408,50000,1,2,2,27,0.455994497,-22121.51335,-8580.825322,0
4409,360000,2,2,2,46,1.636711558,634947.7876,8435.155416,0
4410,20000,2,2,1,50,-0.914726534,-102240.5531,-3974.362573,0
4411,100000,1,3,2,42,0.455994497,71434.90441,-4610.204089,0
4412,80000,1,1,2,27,0.042675889,-17295.83687,1653.230478,0
4413,140000,1,3,1,39,0.455994497,166527.8913,-1712.771692,0
4414,390000,2,1,1,28,0.455994497,48337.29237,-1817.954139,0
4415,350000,1,1,1,39,0.160656729,-50101.70219,9973.412099,0
4416,170000,1,2,1,48,-1.532814802,-109714.7599,-11240.16534,0
4417,270000,2,3,1,37,0.371526365,162325.8888,38147.08031,0
4418,460000,2,3,1,42,-1.221891131,-58467.90265,-9190.289437,0
4419,200000,2,3,2,37,-4.425824512,-101879.7479,-4388.859842,0
4420,450000,2,1,2,28,-1.984915007,-102064.9209,684.3370616,0
4421,240000,1,1,1,47,-3.666835848,-110570.8008,-11927.95941,0
4422,260000,2,1,2,29,-3.616837961,-99892.33307,-3980.73092,0
4423,110000,2,2,1,34,0.455994497,-40646.12133,-6651.07521,0
4424,50000,1,2,1,51,0.455994497,-35698.44035,-9414.057649,0
4425,250000,2,3,3,49,2.513681062,432859.7867,664.7182537,0
4426,380000,1,1,1,41,-3.228351097,-103109.9599,-7341.534091,1
4427,110000,2,2,1,28,0.455994497,-1324.252587,-7296.237754,0
4428,200000,2,1,1,44,-2.495422889,-96975.30516,-10876.21695,0
4429,500000,2,1,2,41,0.178307395,-22354.17411,43170.06967,0
4430,260000,2,2,1,35,1.282631714,77723.83318,-928.6305248,0
4431,270000,2,2,1,38,0.455994497,27623.69193,-700.1821715,0
4432,150000,1,2,2,29,0.455994497,-60169.23721,-2526.63437,0
4433,30000,2,3,3,42,6.096802169,-42991.75028,-9968.26083,0
4434,290000,2,1,2,46,-1.2519868,142805.1004,50069.59127,0
4435,200000,1,2,2,30,-1.984915007,-109743.688,-11236.9852,0
4436,210000,2,1,2,35,-4.425824512,-110495.9825,-11962.23814,0
4437,100000,2,2,1,49,-3.414043715,-110707.1855,-11962.23814,0
4438,50000,2,2,1,45,0.455994497,-27756.02897,-8191.534203,0
4439,210000,2,3,2,56,-1.2519868,-69406.26914,36914.81864,0
4440,240000,1,2,1,44,-2.373401871,-128763.7138,7118.436871,0
4441,140000,2,2,2,25,1.282631714,-44862.93686,-8800.00824,0
4442,50000,1,2,1,49,0.455994497,-72374.28737,-9331.404832,0
4443,360000,2,1,1,27,-3.414043715,-110707.1855,-11057.65713,1
4444,180000,1,2,1,47,0.455994497,149161.9705,15704.08103,0
4445,100000,1,2,2,36,13.74960987,146925.625,-11539.04639,0
4446,90000,2,2,1,29,0.455994497,-92320.7331,-10122.71663,0
4447,90000,2,1,1,37,-4.030156569,-86890.69611,5218.454686,0
4448,90000,1,2,1,52,5.337813506,108033.3144,-6775.518954,0
4449,30000,1,3,2,25,-4.425824512,-109748.1374,-11076.86651,1
4450,300000,1,2,2,29,0.455994497,13056.52743,-980.4450595,0
4451,20000,1,3,1,36,0.455994497,-64529.87243,-9868.823175,0
4452,30000,2,1,2,25,0.455994497,-77276.65211,-6403.876616,1
4453,50000,2,1,2,27,0.455994497,-67567.01093,-7549.144982,0
4454,50000,1,3,1,45,-3.666835848,-110175.008,-11858.36319,0
4455,30000,2,1,2,22,3.356185285,-87758.4011,-9722.027717,1
4456,60000,2,1,2,28,1.636711558,6760.737255,-7905.833855,0
4457,200000,2,1,2,25,-3.018375773,-110539.1273,-11780.50968,1
4458,450000,2,2,1,39,-2.368137947,-109545.047,-11323.8255,0
4459,140000,2,2,1,32,0.455994497,161205.4781,-2204.816929,0
4460,120000,2,2,1,47,0.455994497,83985.87303,-5481.339336,0
4461,270000,2,2,2,45,-0.787441592,-95177.11455,-6674.219088,0
4462,130000,1,1,2,46,0.455994497,88437.39472,-142.5932863,1
4463,50000,1,2,1,27,0.455994497,-72627.08033,5159.228201,0
4464,220000,2,2,1,52,-3.666835848,-95842.52747,-5784.544581,0
4465,50000,1,2,1,26,0.455994497,-57789.95877,-9482.922183,0
4466,20000,1,2,2,36,-0.112921062,-75130.75987,-5326.314088,0
4467,110000,1,3,1,54,0.455994497,99213.27467,-4426.623415,0
4468,70000,2,1,2,36,0.455994497,39333.83132,-3358.34217,0
4469,380000,2,3,1,38,0.455994497,733489.7895,17245.22799,0
4470,160000,1,4,2,26,-1.078739183,-80497.21591,7425.097653,0
4471,70000,1,3,0,35,5.337813506,11387.68248,-7530.044768,0
4472,90000,2,2,2,29,-1.984915007,-91278.56856,-1048.533633,0
4473,130000,1,3,3,52,0.455994497,40936.70749,-7309.074668,1
4474,240000,2,1,2,26,-1.744844015,-106093.3812,-8459.527305,0
4475,120000,1,3,1,32,5.337813506,60897.75301,-6632.468246,0
4476,240000,2,1,1,44,0.455994497,350947.0207,5103.260331,0
4477,300000,1,1,2,45,0.455994497,32530.64103,-5373.162293,0
4478,100000,2,2,1,40,0.455994497,-41515.57759,-6407.332741,0
4479,200000,2,1,2,25,-2.309454131,-98095.71436,-1941.468263,0
4480,50000,1,2,1,39,0.455994497,-38131.38429,-5095.710332,0
4481,100000,2,1,1,40,0.256352026,-110582.0545,-11029.19307,0
4482,500000,1,1,2,39,-1.571596399,-33244.91102,114476.4316,0
4483,20000,1,5,2,50,-1.183109534,-87037.32763,-10465.94983,0
4484,280000,2,1,2,39,-1.984915007,-107464.2268,-8811.11346,0
4485,160000,2,1,2,23,-0.335341387,94859.8144,15219.37285,0
4486,30000,1,2,2,21,0.455994497,-67229.73099,-10288.73221,0
4487,50000,1,1,3,45,0.455994497,-62134.11008,-634.1952241,0
4488,20000,1,1,2,24,-1.984915007,-98846.1009,776.6816623,0
4489,140000,1,1,2,32,1.324893575,38726.40656,7123.535881,0
4490,130000,1,3,2,27,0.455994497,58039.35313,-5381.273164,0
4491,100000,2,2,2,23,0.455994497,-67318.0538,-6941.033883,0
4492,100000,1,2,2,25,0.455994497,97450.58904,-4986.19088,0
4493,50000,1,2,2,26,5.337813506,-26707.60159,-9600.359056,1
4494,360000,1,1,2,31,-2.145441483,-109415.6477,-10370.94508,0
4495,10000,1,3,3,42,2.428047443,-91931.07671,-8969.242952,1
4496,50000,1,3,1,65,0.455994497,5.131053773,-8977.062153,0
4497,10000,1,2,2,24,1.130515028,-97240.58952,-7635.230881,0
4498,210000,1,1,1,38,-1.297673335,-108932.4623,-10077.71567,1
4499,320000,1,2,1,31,-1.984915007,-97841.01472,-3960.011173,0
4500,70000,2,2,2,23,0.455994497,-7516.045574,-8166.238201,0
4501,160000,2,2,2,24,0.455994497,-2333.619283,-8208.516449,1
4502,180000,1,2,1,36,-0.352992053,-91488.60818,-4328.439128,1
4503,70000,2,2,1,27,1.636711558,32159.51811,-8017.013985,1
4504,280000,2,2,2,30,-1.532814802,-107388.4247,-9244.389614,0
4505,40000,1,1,2,29,-3.414043715,-110707.1855,-11962.23814,0
4506,50000,2,3,2,51,3.719840405,-24606.94641,-8292.92561,0
4507,80000,2,5,1,25,0.455994497,74542.92076,-4325.089264,0
4508,30000,1,3,2,42,6.013562749,-35345.46841,-11468.56048,1
4509,20000,2,2,1,24,-3.666835848,-110371.4974,-11776.77092,0
4510,130000,2,2,2,42,5.337813506,192402.9482,-898.1579957,0
4511,10000,1,2,2,25,-1.984915007,-109118.6578,-10777.11975,0
4512,70000,2,1,2,25,0.455994497,5822.330803,-8045.494484,0
4513,280000,1,1,2,34,0.455994497,425960.9853,23894.09738,0
4514,300000,1,1,1,34,0.455994497,122492.562,17238.51286,0
4515,50000,2,2,1,40,0.455994497,-26174.25855,-4787.871268,1
4516,230000,1,2,1,29,0.455994497,64388.18488,-6220.622094,0
4517,80000,2,2,1,39,1.247330382,58848.06786,215.5552156,0
4518,50000,1,1,2,38,-1.984915007,-108124.4327,-10127.09335,1
4519,470000,2,2,2,40,0.455994497,599785.6657,12567.70456,0
4520,210000,1,2,2,39,0.455994497,-24517.15424,-2006.29316,0
4521,200000,2,1,2,32,-2.398233615,-110048.8143,-11270.75669,0
4522,50000,1,2,1,46,0.455994497,-13508.1857,-8911.549452,0
4523,300000,2,2,1,37,1.957152245,26769.3455,-6493.571483,0
4524,500000,2,1,1,33,-1.984915007,-107524.2898,-7748.19945,0
4525,150000,2,2,1,36,-4.425824512,-18450.81466,28139.91152,0
4526,50000,1,2,2,25,-1.183109534,-94638.26653,-3591.95368,0
4527,270000,1,1,1,37,0.455994497,186887.7796,1250.898428,1
4528,60000,2,2,2,27,3.38258014,10426.35386,-8724.912699,1
4529,200000,2,3,2,31,3.81983618,320615.4175,1976.369563,0
4530,50000,2,2,2,23,0.455994497,-82068.07392,-10436.25796,0
4531,140000,2,1,2,31,-4.030156569,-83802.63344,8701.27103,1
4532,120000,2,2,2,25,-0.352992053,-103762.8158,-9982.97981,0
4533,20000,1,2,1,29,0.455994497,-73062.16092,-10110.39299,0
4534,210000,2,1,2,30,-1.167518667,-58349.93396,29069.40103,0
4535,70000,2,3,2,27,1.247330382,29097.94372,-6568.789999,0
4536,230000,1,2,2,37,-3.414043715,-110707.1855,-11962.23814,1
4537,270000,2,2,1,33,-1.984915007,-79036.71082,15125.70633,0
4538,20000,1,1,2,56,0.3026491,-84320.24524,2235.111028,0
4539,120000,2,1,2,30,-1.984915007,-109911.7463,-11246.22524,0
4540,140000,2,1,2,24,-0.787441592,-102039.9693,-5280.294517,0
4541,180000,2,2,2,33,0.455994497,232168.9896,-1009.091781,0
4542,190000,1,1,1,36,-1.984915007,-107942.7804,-1790.661765,0
4543,100000,2,2,2,29,5.337813506,91169.63734,-3830.439192,0
4544,50000,2,1,2,26,1.636711558,-11415.88949,-7835.960674,0
4545,150000,1,3,1,44,0.455994497,128175.5821,-5665.648898,0
4546,250000,2,2,1,38,0.455994497,493847.5319,7805.702666,0
4547,220000,2,1,1,24,4.96820602,333546.8476,851.2428238,1
4548,200000,1,3,2,28,0.455994497,-23542.02761,-879.7437478,0
4549,250000,2,2,1,44,0.455994497,-29600.59445,-5113.289221,0
4550,280000,2,1,2,32,0.455994497,448559.0192,81396.82925,0
4551,30000,1,3,1,64,2.850941327,-72992.34175,-9284.287175,1
4552,80000,2,2,2,29,0.455994497,12873.10935,-4885.681125,0
4553,380000,2,2,2,31,0.455994497,532513.427,32865.85491,0
4554,350000,2,2,1,32,-1.500467581,222050.4923,154960.5399,0
4555,160000,1,1,2,48,-0.647711648,-90562.49173,-11962.23814,1
4556,70000,1,3,1,45,1.130515028,20694.79381,-7428.135585,1
4557,150000,1,1,1,33,-3.414043715,-110707.1855,-11962.23814,0
4558,160000,2,1,1,39,1.332964001,9044.866626,-7036.367834,0
4559,40000,1,2,2,27,1.332964001,-34141.23711,-7585.896026,1
4560,350000,2,2,2,30,1.324893575,474328.8677,15152.14142,0
4561,50000,1,3,2,27,0.455994497,-10033.07673,-7867.892668,1
4562,220000,2,1,1,38,0.455994497,-87626.49939,-7500.120838,0
4563,200000,2,1,1,26,-1.589247065,-90459.9374,2526.767694,0
4564,390000,1,1,1,41,-0.729033916,-94764.04839,-5615.279298,0
4565,330000,1,1,2,32,-3.182388422,-95915.62623,-9441.447847,0
4566,100000,1,1,1,60,0.455994497,135494.1525,-3414.823408,1
4567,70000,2,2,1,58,0.455994497,20563.18932,-8757.854245,0
4568,240000,2,1,1,41,0.455994497,216007.0957,-275.9845163,0
4569,30000,1,2,2,23,0.455994497,-44197.95028,-7624.89837,0
4570,30000,2,2,1,43,5.337813506,-68103.48879,-9542.135236,1
4571,160000,1,2,2,29,0.455994497,234724.0136,-936.0977868,0
4572,120000,2,2,1,40,0.455994497,-67917.29175,4673.352304,0
4573,10000,2,2,1,55,5.675073771,-94866.50733,-10973.2254,1
4574,470000,1,1,2,33,0.455994497,59601.22134,-805.217184,0
4575,200000,2,2,2,26,-0.256142144,-104946.5679,-9573.036026,1
4576,50000,1,4,2,22,0.455994497,-88285.52724,-8352.191727,0
4577,90000,2,1,2,29,-2.553830566,-110621.483,-11834.10478,0
4578,220000,2,1,1,35,-1.984915007,-109964.5192,-11099.05051,0
4579,40000,2,2,2,23,0.089256737,-81749.27523,-1502.58001,1
4580,200000,1,3,1,50,5.000553241,306338.9961,-1240.459439,1
4581,120000,1,2,1,43,0.455994497,-33844.37279,-8831.514376,0
4582,210000,1,1,1,43,-2.398233615,-109620.3352,-10135.29176,1
4583,30000,2,2,2,22,3.052224813,-38161.19609,-10675.37726,0
4584,110000,1,2,1,54,5.337813506,33774.71602,-7360.891395,1
4585,280000,1,2,1,35,0.455994497,558078.1086,10229.03979,0
4586,150000,2,1,1,31,-3.414043715,-110707.1855,-11962.23814,0
4587,20000,1,3,2,49,0.455994497,-67610.09652,-8580.983583,0
4588,80000,1,2,2,25,0.455994497,-56922.44457,-163.2973138,0
4589,50000,1,2,1,43,1.130515028,-37412.25955,-8983.641194,1
4590,170000,1,1,2,36,0.455994497,124456.6797,-1938.654209,0
4591,200000,1,1,1,45,-2.553830566,-110495.5799,-11796.38447,1
4592,300000,1,1,2,38,-1.984915007,-109563.2007,-10748.9866,0
4593,100000,1,2,1,46,2.850941327,-66599.1455,-10715.77125,1
4594,80000,1,1,2,28,0.389240256,-104573.5939,-8920.032901,0
4595,30000,1,1,1,32,1.332964001,-47971.37373,-10406.57884,1
4596,80000,2,1,1,35,0.455994497,-72905.36109,-7635.18444,0
4597,60000,1,1,2,30,-1.984915007,-110063.0262,-11456.56388,1
4598,110000,2,2,2,24,0.455994497,28455.20375,-7743.843382,0
4599,10000,2,2,1,46,-0.045209283,-97048.19915,-6308.941348,1
4600,290000,2,3,2,32,0.455994497,-50724.75331,-5373.162293,0
4601,30000,1,1,2,26,-1.225926344,-74990.83737,-3609.527804,0
4602,60000,1,2,2,45,0.455994497,-385.4893737,-8511.153082,0
4603,150000,1,3,1,49,-1.647654742,-101993.9101,-5415.946579,0
4604,750000,2,3,1,40,-2.74390367,-52689.82996,48259.99748,0
4605,30000,1,2,1,29,0.455994497,-77192.45396,-9391.380403,0
4606,160000,2,2,2,51,-1.984915007,-98995.27912,-2206.475637,0
4607,50000,2,2,1,31,0.060326555,-43177.33795,-4220.499045,1
4608,50000,2,1,2,42,-0.797911181,-43079.64425,34804.67242,0
4609,160000,1,2,2,30,5.337813506,81366.96247,-5089.546963,0
4610,150000,2,1,2,23,0.455994497,189364.2668,-1941.519167,0
4611,30000,2,2,1,42,1.247330382,-39923.30799,-8245.027561,0
4612,350000,1,1,1,35,2.516487562,-93887.38338,-8960.1798,0
4613,20000,2,1,2,24,0.455994497,-63226.56927,-8648.404767,0
4614,50000,1,2,2,39,0.455994497,-70511.36796,-9918.863006,0
4615,180000,1,3,1,27,0.455994497,-84678.30119,-5152.843481,1
4616,30000,1,3,2,23,1.130515028,-51480.46569,-10167.24524,1
4617,100000,1,2,1,52,0.455994497,-12542.24745,-5574.957467,0
4618,20000,1,2,2,24,5.000553241,-79719.34684,-10377.80332,0
4619,80000,1,1,2,29,0.455994497,32008.38906,-7198.006038,0
4620,150000,1,2,1,43,0.455994497,93238.94402,-1913.646314,0
4621,230000,2,1,2,30,-1.984915007,-106411.7863,-6941.783776,0
4622,50000,1,1,1,25,1.332964001,-96283.91426,-8950.126478,0
4623,210000,2,1,2,39,-1.550465468,-104468.1573,-6969.463046,0
4624,50000,1,2,3,41,0.455994497,11421.32116,-8529.881274,0
4625,240000,2,2,1,37,-1.213205203,-103871.4557,-5736.358838,0
4626,500000,2,3,2,40,0.455994497,368142.0883,62127.1776,0
4627,210000,1,2,2,28,-2.030877682,-105563.3704,-11615.98831,0
4628,160000,2,2,1,40,-4.425824512,-110707.1855,-11906.05299,0
4629,250000,2,1,2,48,-3.414043715,-110707.1855,-11962.23814,1
4630,500000,2,1,2,46,-0.352992053,-78189.97961,-2789.095671,0
4631,100000,1,2,1,35,5.000553241,41543.85309,-4301.501322,1
4632,20000,2,2,2,26,0.455994497,-69592.17884,-7826.385046,0
4633,30000,2,2,1,30,-2.030877682,-97380.73917,-11434.20715,0
4634,50000,2,1,2,27,-1.647654742,-71919.51137,433.3456915,0
4635,160000,1,2,2,27,2.201863079,175414.802,8334.59523,0
4636,50000,1,3,2,28,-0.875944937,-110702.8839,-5241.261924,0
4637,90000,2,3,1,25,-1.571596399,-107917.2948,-10346.05686,1
4638,20000,1,2,2,28,0.455994497,-79918.05897,-9313.500948,0
4639,50000,1,1,1,44,-1.161978604,-62988.94323,-9861.606199,0
4640,230000,2,3,2,39,0.845375674,-90130.29981,-9553.887915,0
4641,150000,1,2,2,31,3.979537477,77690.21428,-7563.840283,0
4642,50000,1,1,2,45,0.455994497,-30304.15043,-8326.09535,0
4643,280000,2,1,2,36,-2.793901558,-98183.24009,-11420.35934,0
4644,500000,2,1,1,37,0.455994497,601795.9697,19308.07709,0
4645,90000,2,2,1,47,-1.984915007,-80721.77804,15709.46242,0
4646,360000,1,1,2,29,-0.690252319,-29362.50557,12002.52477,0
4647,140000,1,2,2,50,-0.335341387,-22886.04924,21688.06686,0
4648,140000,1,1,2,44,-1.984915007,-96337.84044,79.71104329,0
4649,230000,2,1,2,44,-3.414043715,-110707.1855,-11962.23814,1
4650,50000,2,2,2,25,1.332964001,-49686.4802,-5991.778228,0
4651,130000,2,2,1,50,-1.984915007,-108005.0839,-8761.82815,0
4652,330000,2,1,2,44,1.332964001,516423.9318,5984.476718,1
4653,210000,1,1,2,30,-1.175928457,-85616.53516,-2089.814618,0
4654,10000,2,1,1,27,1.921850912,-94160.24193,-10022.9083,0
4655,50000,2,2,1,54,0.455994497,-25061.41331,-8854.307059,0
4656,100000,2,1,1,46,1.324893575,562.2233475,-4200.328615,0
4657,70000,2,3,1,26,0.455994497,-21007.91658,-7486.299023,0
4658,50000,2,2,1,45,0.455994497,-2192.795485,-6201.792738,0
4659,170000,2,1,1,28,-0.352992053,-86888.84007,-7570.649549,0
4660,100000,2,2,1,50,5.337813506,4034.673241,-6286.805334,1
4661,80000,1,1,1,36,-0.335341387,-3214.859404,-6108.959359,0
4662,150000,1,3,2,27,0.455994497,55466.98735,-5492.884223,0
4663,50000,2,3,2,23,0.455994497,-42350.3876,-9247.292351,0
4664,80000,1,2,1,34,-2.127790816,-93900.25701,6434.076069,0
4665,120000,2,1,2,24,0.455994497,89081.01951,-4682.704061,0
4666,470000,1,3,1,47,0.455994497,152880.4511,47851.79813,0
4667,80000,2,3,1,52,0.455994497,-87272.92738,-10598.04273,0
4668,60000,1,1,2,30,1.332964001,13234.96026,-7383.136674,0
4669,80000,1,2,2,42,0.455994497,22743.72214,-6030.897599,0
4670,50000,1,2,1,57,1.332964001,-65673.25007,-7395.171747,1
4671,500000,1,1,1,43,0.455994497,899606.1569,21609.74929,1
4672,110000,1,2,2,26,0.455994497,-3013.446255,-4613.476745,0
4673,80000,2,2,1,44,-2.030877682,-74280.98121,-11217.801,0
4674,50000,1,2,2,27,5.337813506,-1930.136924,-5158.430591,1
4675,400000,2,1,1,44,3.551522313,458948.7875,-9599.452406,1
4676,90000,2,1,2,29,0.455994497,108754.4176,-3131.292682,0
4677,150000,2,5,1,53,0.455994497,224186.6556,6452.063332,0
4678,360000,2,1,1,35,-3.666835848,-105849.5369,-11896.761,0
4679,170000,1,3,1,29,0.455994497,149984.925,-2416.033522,0
4680,110000,1,3,2,37,1.957152245,53454.41458,-6377.172071,1
4681,220000,2,1,2,29,0.455994497,355386.5541,5284.999839,0
4682,200000,2,2,1,36,0.455994497,364874.7586,12734.3289,0
4683,500000,2,1,2,47,-4.425824512,-38964.22985,64329.80799,0
4684,340000,1,1,1,48,0.455994497,525661.8306,8665.693233,0
4685,180000,2,2,2,32,-3.414043715,-110707.1855,-11962.23814,0
4686,490000,1,1,2,44,-1.984915007,-98230.25624,-603.0169451,0
4687,60000,2,2,2,26,0.455994497,-1979.141297,-8839.276432,0
4688,250000,1,1,2,30,-4.425824512,-103839.9267,-4794.807872,0
4689,20000,2,2,2,30,1.130515028,-66736.08784,-9314.551091,1
4690,170000,1,3,1,39,3.38258014,294152.4895,3507.77663,0
4691,160000,2,3,2,37,2.765307708,-63117.29602,-7372.955628,1
4692,80000,2,1,2,25,-3.666835848,-109958.8249,-11962.23814,0
4693,380000,2,1,1,36,-2.380582949,-107147.3874,-3724.769354,0
4694,70000,2,3,1,33,0.455994497,5012.108544,-7283.368342,1
4695,80000,1,1,2,29,0.455994497,66238.15144,-5232.039287,0
4696,380000,1,2,1,58,0.455994497,662402.0184,12890.62272,0
4697,230000,2,1,2,24,-1.2519868,-91600.64522,-936.4524829,0
4698,130000,1,2,2,28,2.850941327,167444.4541,-6180.388835,1
4699,160000,2,1,1,35,-3.666835848,-109431.1232,-11962.23814,0
4700,50000,2,3,1,42,0.455994497,-51666.82172,-5833.694864,0
4701,180000,1,1,1,45,2.850941327,123497.9516,-1970.778369,0
4702,220000,2,2,2,31,0.455994497,86240.07406,-4274.303011,0
4703,200000,2,3,1,41,-0.897075868,-110373.4298,-9699.408251,1
4704,520000,1,3,1,41,1.973971824,675882.0865,7961.593997,1
4705,30000,1,2,2,46,1.247330382,-76199.80448,-9442.440172,1
4706,150000,2,2,3,41,-2.170607626,-108726.2385,-9991.551882,0
4707,210000,2,2,1,32,-1.984915007,-109158.5417,-10393.72285,0
4708,50000,2,2,2,36,1.130515028,-26647.51871,-8803.105379,1
4709,20000,2,2,1,37,0.455994497,-65900.42617,-9839.87491,0
4710,290000,1,1,1,44,-1.984915007,-77671.46008,16787.98228,0
4711,50000,2,2,2,32,-0.437460186,-50268.91381,37303.48781,0
4712,130000,2,3,1,42,0.455994497,166315.193,-2457.786762,0
4713,60000,1,2,2,24,-0.378158196,-76094.94318,-4263.187864,0
4714,20000,1,1,2,25,3.81983618,-76812.44505,-10006.63677,0
4715,160000,2,2,2,35,0.455994497,211370.9743,1844.183438,0
4716,250000,2,3,1,39,-1.550465468,-73996.13845,33575.28623,0
4717,80000,1,3,1,38,0.455994497,-61759.82625,-9429.982743,0
4718,60000,2,2,1,33,0.455994497,-13645.54438,-8974.697751,0
4719,80000,1,2,2,30,0.455994497,804.2835951,14993.29123,1
4720,60000,1,2,2,25,2.850941327,-5695.570163,-9677.245312,0
4721,410000,1,1,1,38,-1.984915007,-99592.71998,-6518.373206,0
4722,240000,2,1,2,34,0.455994497,-48551,-4632.058353,0
4723,30000,1,3,2,46,2.311232089,-76182.28672,-10296.56672,1
4724,200000,2,2,2,31,-1.161978604,-102488.2793,-10039.10118,0
4725,180000,2,2,1,46,1.636711558,-39263.16178,-4650.703191,0
4726,100000,1,2,2,32,0.118734232,120504.9024,1050.850346,0
4727,50000,2,5,2,42,0.455994497,-21546.98266,-9195.648319,1
4728,60000,2,3,2,45,-1.984915007,-106129.75,-7841.869379,1
4729,50000,2,1,2,26,3.81983618,-89716.85747,-9837.217358,1
4730,240000,2,1,1,34,-3.565611362,-106620.327,-8551.022368,0
4731,220000,2,1,2,29,0.455994497,-21557.60794,-1856.570136,0
4732,40000,1,3,2,42,0.128038334,-107307.1483,-10252.82407,0
4733,80000,2,1,2,23,-1.161978604,-44066.46671,-10086.46308,0
4734,320000,1,2,2,52,-1.984915007,-107071.6887,2015.446713,0
4735,420000,1,2,1,43,0.455994497,19667.64631,36884.5354,0
4736,500000,1,2,1,48,-1.984915007,-15089.5193,89782.99183,0
4737,290000,2,2,2,24,0.455994497,185761.1334,1877.973823,0
4738,190000,1,1,1,45,0.455994497,280465.4472,2053.788205,0
4739,100000,1,1,2,33,1.130515028,136782.1713,965.2323185,1
4740,230000,2,2,2,26,-3.414043715,-110707.1855,-9541.219756,0
4741,50000,1,2,1,36,3.726745344,-63981.61127,-10833.48879,0
4742,210000,1,2,1,43,0.455994497,-40198.60543,21555.75601,0
4743,90000,2,2,2,24,-3.414043715,-110707.1855,-11962.23814,1
4744,480000,1,3,1,56,0.455994497,149070.7768,-1168.115061,0
4745,120000,1,1,2,41,-1.361621075,-45129.64632,9926.240558,0
4746,160000,1,2,2,28,5.000553241,282481.0002,-895.8927386,0
4747,110000,1,2,1,27,5.000553241,9174.508679,-7422.689382,0
4748,260000,2,2,1,60,-2.541109425,-109865.5993,-10441.96706,0
4749,80000,1,1,2,24,0.13582995,-102747.155,-6982.637028,0
4750,50000,1,2,1,58,-1.984915007,-104549.0152,-5467.516023,0
4751,50000,2,2,1,45,0.455994497,-48305.97621,-9373.172309,1
